uid,language,utterance,utterance_stripped,begin,end,participant,duration,FTO,overlap,nature,nchar,n,freq,rank,streak
dutch-15-635-755980,dutch,ja,ja,755980,756224,spreker1 [v] (TIE0),244,-1501,full,talk,2,77862,1.2112289194185375e-5,1,4
dutch-15-636-757364,dutch,ja,ja,757364,757620,spreker1 [v] (TIE0),256,-117,NA,talk,2,77862,1.2112289194185375e-5,1,5
dutch-15-639-759629,dutch,ja,ja,759629,759850,spreker1 [v] (TIE0),221,-570,full,talk,2,77862,1.2112289194185375e-5,1,6
dutch-15-641-762502,dutch,ja,ja,762502,762746,spreker1 [v] (TIE0),244,210,NA,talk,2,77862,1.2112289194185375e-5,1,7
dutch-15-643-763735,dutch,ja,ja,763735,763967,spreker1 [v] (TIE0),232,-1128,full,talk,2,77862,1.2112289194185375e-5,1,8
dutch-15-645-766631,dutch,ja,ja,766631,766957,spreker1 [v] (TIE0),326,303,NA,talk,2,77862,1.2112289194185375e-5,1,9
dutch-15-654-777247,dutch,ja,ja,777247,777573,spreker1 [v] (TIE0),326,NA,NA,talk,2,77862,1.2112289194185375e-5,1,2
dutch-15-671-803431,dutch,ja,ja,803431,803676,spreker2 [v] (TIE2),245,70,NA,talk,2,77862,1.2112289194185375e-5,1,2
dutch-15-681-814175,dutch,ja,ja,814175,814489,spreker2 [v] (TIE2),314,100,full,talk,2,77862,1.2112289194185375e-5,1,2
dutch-15-694-832468,dutch,ja,ja,832468,832794,spreker1 [v] (TIE0),326,139,partial,talk,2,77862,1.2112289194185375e-5,1,2
dutch-15-700-838017,dutch,ja,ja,838017,838366,spreker1 [v] (TIE0),349,244,NA,talk,2,77862,1.2112289194185375e-5,1,3
dutch-15-714-853700,dutch,ja,ja,853700,853956,spreker1 [v] (TIE0),256,-652,full,talk,2,77862,1.2112289194185375e-5,1,2
dutch-15-716-855887,dutch,ja,ja,855887,856178,spreker1 [v] (TIE0),291,-349,full,talk,2,77862,1.2112289194185375e-5,1,3
dutch-15-718-856980,dutch,ja,ja,856980,857248,spreker1 [v] (TIE0),268,-1071,full,talk,2,77862,1.2112289194185375e-5,1,4
dutch-15-719-857981,dutch,ja,ja,857981,858190,spreker1 [v] (TIE0),209,-70,NA,talk,2,77862,1.2112289194185375e-5,1,5
dutch-15-727-867554,dutch,ja,ja,867554,868008,spreker2 [v] (TIE2),454,-326,partial,talk,2,77862,1.2112289194185375e-5,1,2
dutch-15-730-871237,dutch,ja,ja,871237,871796,spreker2 [v] (TIE2),559,-1001,full,talk,2,77862,1.2112289194185375e-5,1,3
dutch-15-739-883098,dutch,ja,ja,883098,883342,spreker1 [v] (TIE0),244,-814,full,talk,2,77862,1.2112289194185375e-5,1,2
dutch-15-741-885924,dutch,ja,ja,885924,886215,spreker1 [v] (TIE0),291,-384,full,talk,2,77862,1.2112289194185375e-5,1,3
dutch-15-742-886622,dutch,ja,ja,886622,886855,spreker1 [v] (TIE0),233,314,NA,talk,2,77862,1.2112289194185375e-5,1,4
dutch-15-746-891869,dutch,ja,ja,891869,892276,spreker1 [v] (TIE0),407,-1256,full,talk,2,77862,1.2112289194185375e-5,1,5
dutch-15-747-893090,dutch,ja,ja,893090,893462,spreker1 [v] (TIE0),372,-35,NA,talk,2,77862,1.2112289194185375e-5,1,6
dutch-16-004-2409,dutch,ja,ja,2409,2721,spreker1 [v] (TIE0),312,-970,full,talk,2,77862,1.2112289194185375e-5,1,2
dutch-16-008-4997,dutch,ja,ja,4997,5320,spreker2 [v] (TIE2),323,-601,full,talk,2,77862,1.2112289194185375e-5,1,2
dutch-16-016-9456,dutch,ja,ja,9456,9734,spreker2 [v] (TIE2),278,-254,partial,talk,2,77862,1.2112289194185375e-5,1,2
dutch-16-018-12537,dutch,ja,ja,12537,12803,spreker2 [v] (TIE2),266,69,NA,talk,2,77862,1.2112289194185375e-5,1,3
dutch-16-044-45543,dutch,oké,oké,45543,45947,spreker1 [v] (TIE0),404,NA,NA,talk,3,89,1.3844927413661329e-8,124,2
dutch-16-059-61485,dutch,nee,nee,61485,61763,spreker1 [v] (TIE0),278,-820,full,talk,3,9041,1.4064268398529449e-6,2,2
dutch-16-060-63207,dutch,nee,nee,63207,63680,spreker1 [v] (TIE0),473,902,NA,talk,3,9041,1.4064268398529449e-6,2,3
dutch-16-093-106466,dutch,ja,ja,106466,106651,spreker2 [v] (TIE2),185,-276.99999999998545,full,talk,2,77862,1.2112289194185375e-5,1,2
dutch-16-140-164287,dutch,ja,ja,164287,164579.99999999997,spreker2 [v] (TIE2),292.9999999999709,-640,full,talk,2,77862,1.2112289194185375e-5,1,2
dutch-16-145-170946,dutch,ja,ja,170946,171304,spreker1 [v] (TIE0),358,508,NA,talk,2,77862,1.2112289194185375e-5,1,2
dutch-16-151-178983,dutch,nou mag jij eventjes,nou mag jij eventjes,178983,180265,spreker2 [v] (TIE2),1282,-188,NA,talk,20,2,3.111219643519399e-10,204,2
dutch-16-168-205566,dutch,ja,ja,205566,206132,spreker2 [v] (TIE2),566,-1513,full,talk,2,77862,1.2112289194185375e-5,1,2
dutch-16-169-206132,dutch,ja,ja,206132,206375,spreker2 [v] (TIE2),243,-947,full,talk,2,77862,1.2112289194185375e-5,1,3
dutch-16-177-215805,dutch,ja,ja,215805,216024,spreker2 [v] (TIE2),219,-1987,full,talk,2,77862,1.2112289194185375e-5,1,2
dutch-16-207-253941,dutch,ja,ja,253941,254265,spreker1 [v] (TIE0),324,NA,NA,talk,2,77862,1.2112289194185375e-5,1,2
dutch-16-224-274467,dutch,ja,ja,274467,274733,spreker2 [v] (TIE2),266,-23,NA,talk,2,77862,1.2112289194185375e-5,1,2
dutch-16-228-277571,dutch,ja,ja,277571,277975,spreker2 [v] (TIE2),404,485,full,talk,2,77862,1.2112289194185375e-5,1,3
dutch-16-236-290575,dutch,ja,ja,290575,290795,spreker2 [v] (TIE2),220,46,full,talk,2,77862,1.2112289194185375e-5,1,2
dutch-16-247-303106,dutch,nee,nee,303106,303395,spreker1 [v] (TIE0),289,NA,NA,talk,3,9041,1.4064268398529449e-6,2,2
dutch-16-255-310181,dutch,zou je,zou je,310181,310669,spreker2 [v] (TIE2),488,-500,full,talk,6,3,4.666829465279099e-10,203,2
dutch-16-345-421579,dutch,precies,precies,421579,422226,spreker2 [v] (TIE2),647,NA,NA,talk,7,249,3.8734684561816533e-8,56,2
dutch-16-348-422920,dutch,ja,ja,422920,423208,spreker1 [v] (TIE0),288,694,full,talk,2,77862,1.2112289194185375e-5,1,2
dutch-16-371-452058,dutch,jammer,jammer,452058,452511,spreker2 [v] (TIE2),453,NA,NA,talk,6,36,5.600195358334919e-9,170,2
dutch-16-389-477545,dutch,ja,ja,477545,477843,spreker1 [v] (TIE0),298,-393,full,talk,2,77862,1.2112289194185375e-5,1,2
dutch-16-395-486155,dutch,ja,ja,486155,486441,spreker1 [v] (TIE0),286,381,NA,talk,2,77862,1.2112289194185375e-5,1,3
dutch-16-437-535273,dutch,nee,nee,535273,535845,spreker1 [v] (TIE0),572,1560,NA,talk,3,9041,1.4064268398529449e-6,2,2
dutch-16-488-608110,dutch,ja,ja,608110,608420,spreker2 [v] (TIE2),310,-333,full,talk,2,77862,1.2112289194185375e-5,1,2
dutch-16-508-632482,dutch,ja,ja,632482,632851,spreker2 [v] (TIE2),369,-667,full,talk,2,77862,1.2112289194185375e-5,1,2
dutch-16-531-651381,dutch,ja,ja,651381,651726,spreker2 [v] (TIE2),345,-1829,full,talk,2,77862,1.2112289194185375e-5,1,2
dutch-16-536-656116,dutch,ja,ja,656116,656330,spreker2 [v] (TIE2),214,96,full,talk,2,77862,1.2112289194185375e-5,1,2
dutch-16-581-706364,dutch,ja,ja,706364,706665.9999999999,spreker2 [v] (TIE2),301.9999999998836,92,full,talk,2,77862,1.2112289194185375e-5,1,2
dutch-16-597-728199,dutch,ja ja,ja ja,728199,728646,spreker1 [v] (TIE0),447,492,full,talk,5,7128,1.108838680950314e-6,4,2
dutch-16-606-740648,dutch,ja,ja,740648,740938,spreker1 [v] (TIE0),290,182,NA,talk,2,77862,1.2112289194185375e-5,1,2
dutch-16-676-837780,dutch,hum,hum,837780,838021,spreker2 [v] (TIE2),241,109,NA,talk,3,747,1.1620405368544957e-7,27,2
dutch-16-697-869148,dutch,ja,ja,869148,869414,spreker2 [v] (TIE2),266,-907,full,talk,2,77862,1.2112289194185375e-5,1,2
dutch-16-698-869850,dutch,ja,ja,869850,869995,spreker2 [v] (TIE2),145,-205,full,talk,2,77862,1.2112289194185375e-5,1,3
dutch-17-030-45226,dutch,ja,ja,45226,45708,spreker1 [v] (TIE0),482,NA,NA,talk,2,77862,1.2112289194185375e-5,1,2
dutch-17-078-112821,dutch,ja,ja,112821,113117,spreker1 [v] (TIE0),295.99999999998545,-158.99999999998545,NA,talk,2,77862,1.2112289194185375e-5,1,2
dutch-17-104-150583,dutch,ja,ja,150583,150964,spreker1 [v] (TIE0),381,137,NA,talk,2,77862,1.2112289194185375e-5,1,2
dutch-17-146-196990,dutch,ja,ja,196990,197317,spreker2 [v] (TIE1),327,NA,NA,talk,2,77862,1.2112289194185375e-5,1,2
dutch-17-157-209132,dutch,ja,ja,209132,209552,spreker2 [v] (TIE1),420,-635,full,talk,2,77862,1.2112289194185375e-5,1,2
dutch-17-210-273062,dutch,ja,ja,273062,273277,spreker2 [v] (TIE1),215,-608,full,talk,2,77862,1.2112289194185375e-5,1,2
dutch-17-227-287001,dutch,leuk,leuk,287001,287385,spreker1 [v] (TIE0),384,355,NA,talk,4,246,3.8268001615288617e-8,58,2
dutch-17-252-310832,dutch,ja,ja,310832,311225,spreker1 [v] (TIE0),393,-1019,full,talk,2,77862,1.2112289194185375e-5,1,2
dutch-17-253-311449,dutch,ja,ja,311449,311757,spreker1 [v] (TIE0),308,-402,full,talk,2,77862,1.2112289194185375e-5,1,3
dutch-17-275-346512,dutch,hum hum,hum hum,346512,347111,spreker2 [v] (TIE1),599,0,NA,talk,7,98,1.5244976253245058e-8,115,2
dutch-17-309-400584,dutch,ja,ja,400584,400836,spreker1 [v] (TIE0),252,-467,full,talk,2,77862,1.2112289194185375e-5,1,2
dutch-17-319-415149,dutch,ja,ja,415149,415691.00000000006,spreker2 [v] (TIE1),542.0000000000582,-2211,full,talk,2,77862,1.2112289194185375e-5,1,2
dutch-17-392-501398,dutch,ja,ja,501398,501772,spreker1 [v] (TIE0),374,-1280,full,talk,2,77862,1.2112289194185375e-5,1,2
dutch-17-425-550688,dutch,ja ja,ja ja,550688,551211,spreker2 [v] (TIE1),523,351,NA,talk,5,7128,1.108838680950314e-6,4,2
dutch-17-469-612629,dutch,ja,ja,612629,612965,spreker2 [v] (TIE1),336,NA,full,talk,2,77862,1.2112289194185375e-5,1,2
dutch-17-476-626028,dutch,ja,ja,626028,626561,spreker1 [v] (TIE0),533,-654,full,talk,2,77862,1.2112289194185375e-5,1,2
dutch-17-479-629841,dutch,ja,ja,629841,630084,spreker1 [v] (TIE0),243,140,NA,talk,2,77862,1.2112289194185375e-5,1,3
dutch-17-481-632010,dutch,ja,ja,632010,632355,spreker1 [v] (TIE0),345,-9,partial,talk,2,77862,1.2112289194185375e-5,1,4
dutch-17-489-644095,dutch,ja,ja,644095,644394,spreker1 [v] (TIE0),299,NA,NA,talk,2,77862,1.2112289194185375e-5,1,2
dutch-17-504-669276,dutch,ja,ja,669276,669622,spreker1 [v] (TIE0),346,46,NA,talk,2,77862,1.2112289194185375e-5,1,2
dutch-17-508-673646,dutch,ja,ja,673646,674048,spreker1 [v] (TIE0),402,112,partial,talk,2,77862,1.2112289194185375e-5,1,3
dutch-17-517-683252,dutch,ja,ja,683252,683589,spreker1 [v] (TIE0),337,-975,full,talk,2,77862,1.2112289194185375e-5,1,2
dutch-17-518-684382,dutch,ja,ja,684382,684810,spreker1 [v] (TIE0),428,155,NA,talk,2,77862,1.2112289194185375e-5,1,3
dutch-17-521-687790,dutch,ja,ja,687790,688164,spreker1 [v] (TIE0),374,-374,NA,talk,2,77862,1.2112289194185375e-5,1,4
dutch-17-530-696273,dutch,ja,ja,696273,696583,spreker2 [v] (TIE1),310,-1814,full,talk,2,77862,1.2112289194185375e-5,1,2
dutch-17-531-697713,dutch,ja,ja,697713,698169,spreker2 [v] (TIE1),456,-374,NA,talk,2,77862,1.2112289194185375e-5,1,3
dutch-17-532-698169,dutch,ja,ja,698169,698460,spreker2 [v] (TIE1),291,NA,NA,talk,2,77862,1.2112289194185375e-5,1,4
dutch-17-533-698460,dutch,ja,ja,698460,698725,spreker2 [v] (TIE1),265,NA,NA,talk,2,77862,1.2112289194185375e-5,1,5
dutch-17-543-710366,dutch,nee,nee,710366,710758,spreker1 [v] (TIE0),392,-100,NA,talk,3,9041,1.4064268398529449e-6,2,2
dutch-17-554-724681,dutch,ja,ja,724681,724964,spreker1 [v] (TIE0),283,-228,partial,talk,2,77862,1.2112289194185375e-5,1,2
dutch-17-557-726991,dutch,ja,ja,726991,727338,spreker1 [v] (TIE0),347,100,full,talk,2,77862,1.2112289194185375e-5,1,3
dutch-17-558-728714,dutch,ja,ja,728714,729078,spreker1 [v] (TIE0),364,146,NA,talk,2,77862,1.2112289194185375e-5,1,4
dutch-17-560-729379,dutch,ja,ja,729379,729671,spreker1 [v] (TIE0),292,-1321,full,talk,2,77862,1.2112289194185375e-5,1,5
dutch-17-564-733407,dutch,ja,ja,733407,733817,spreker1 [v] (TIE0),410,18,full,talk,2,77862,1.2112289194185375e-5,1,6
dutch-17-576-754530,dutch,ja,ja,754530,754849,spreker1 [v] (TIE0),319,182,NA,talk,2,77862,1.2112289194185375e-5,1,2
dutch-17-627-820723,dutch,ja,ja,820723,820996,spreker1 [v] (TIE0),273,NA,NA,talk,2,77862,1.2112289194185375e-5,1,2
dutch-17-635-831062,dutch,ja,ja,831062,831489,spreker1 [v] (TIE0),427,191,NA,talk,2,77862,1.2112289194185375e-5,1,2
dutch-17-653-855452,dutch,ja,ja,855452,855816,spreker1 [v] (TIE0),364,146,NA,talk,2,77862,1.2112289194185375e-5,1,2
dutch-18-078-91840,dutch,ja,ja,91840,92225,spreker2 [v] (TIE2),385,504.99999999998545,NA,talk,2,77862,1.2112289194185375e-5,1,2
dutch-18-091-106347,dutch,ja,ja,106347,106776,spreker1 [v] (TIE0),429,-506,full,talk,2,77862,1.2112289194185375e-5,1,2
dutch-18-137-167075,dutch,ja,ja,167075,167426,spreker1 [v] (TIE0),351,33,full,talk,2,77862,1.2112289194185375e-5,1,2
dutch-18-152-186097,dutch,ja,ja,186097,186548,spreker1 [v] (TIE0),451,-11,partial,talk,2,77862,1.2112289194185375e-5,1,2
dutch-18-168-205458,dutch,nee,nee,205458,205788,spreker2 [v] (TIE2),330,-66,NA,talk,3,9041,1.4064268398529449e-6,2,2
dutch-18-170-206875,dutch,nee,nee,206875,207315,spreker2 [v] (TIE2),440,-1121,full,talk,3,9041,1.4064268398529449e-6,2,3
dutch-18-176-216364,dutch,ja ja,ja ja,216364,216946,spreker1 [v] (TIE0),582,-165,partial,talk,5,7128,1.108838680950314e-6,4,2
dutch-18-226-283372,dutch,ja,ja,283372,283745,spreker1 [v] (TIE0),373,11,full,talk,2,77862,1.2112289194185375e-5,1,2
dutch-18-227-284371,dutch,ja,ja,284371,284734,spreker1 [v] (TIE0),363,-33,NA,talk,2,77862,1.2112289194185375e-5,1,3
dutch-18-231-289469,dutch,ja ja,ja ja,289469,290095,spreker1 [v] (TIE0),626,-857,full,talk,5,7128,1.108838680950314e-6,4,4
dutch-18-234-293695,dutch,ja ja,ja ja,293695,294178,spreker1 [v] (TIE0),483,-154,partial,talk,5,7128,1.108838680950314e-6,4,5
dutch-18-285-359552,dutch,ja,ja,359552,359805,spreker2 [v] (TIE2),253,-286,full,talk,2,77862,1.2112289194185375e-5,1,2
dutch-18-334-430924,dutch,hum,hum,430924,431188,spreker2 [v] (TIE2),264,468,NA,talk,3,747,1.1620405368544957e-7,27,2
dutch-18-372-482322,dutch,ja,ja,482322,482594,spreker1 [v] (TIE0),272,-307,full,talk,2,77862,1.2112289194185375e-5,1,2
dutch-18-441-582194,dutch,ja [unk_utterance],ja,582194,582830,spreker1 [v] (TIE0),636,NA,NA,talk,2,77862,1.2112289194185375e-5,1,2
dutch-18-514-667774,dutch,ja,ja,667774,668251,spreker1 [v] (TIE0),477,-431,partial,talk,2,77862,1.2112289194185375e-5,1,2
dutch-18-526-683351,dutch,ja,ja,683351,683736,spreker1 [v] (TIE0),385,341,NA,talk,2,77862,1.2112289194185375e-5,1,2
dutch-18-582-759499,dutch,ja,ja,759499,759816,spreker1 [v] (TIE0),317,658,full,talk,2,77862,1.2112289194185375e-5,1,2
dutch-18-690-898575,dutch,ja,ja,898575,898995,spreker1 [v] (TIE0),420,-408,partial,talk,2,77862,1.2112289194185375e-5,1,2
dutch-19-592-870050,dutch,ja,ja,870050,870477,spreker2 [v] (TIE2),427,127,NA,talk,2,77862,1.2112289194185375e-5,1,2
dutch-19-594-873459,dutch,ja,ja,873459.0000000001,873943,spreker2 [v] (TIE2),483.9999999998836,369.0000000001164,NA,talk,2,77862,1.2112289194185375e-5,1,3
dutch-19-596-877278,dutch,ja,ja,877278,877751,spreker2 [v] (TIE2),473,265,NA,talk,2,77862,1.2112289194185375e-5,1,4
dutch-20-081-102175,dutch,ja,ja,102175,102467,spreker1 [v] (TIE0),292,1169,NA,talk,2,77862,1.2112289194185375e-5,1,2
dutch-20-117-146293,dutch,ja,ja,146293,146792,spreker2 [v] (TIE2),499,572,NA,talk,2,77862,1.2112289194185375e-5,1,2
dutch-20-133-165784,dutch,nee,nee,165784,166113,spreker1 [v] (TIE0),329,NA,NA,talk,3,9041,1.4064268398529449e-6,2,2
dutch-20-146-184707,dutch,ja,ja,184707,184926,spreker1 [v] (TIE0),219,840,NA,talk,2,77862,1.2112289194185375e-5,1,2
dutch-20-201-252233,dutch,ja,ja,252233,252525,spreker2 [v] (TIE2),292,-243,NA,talk,2,77862,1.2112289194185375e-5,1,2
dutch-20-258-321509,dutch,ja,ja,321509,321935,spreker1 [v] (TIE0),426,182,NA,talk,2,77862,1.2112289194185375e-5,1,2
dutch-20-392-482803,dutch,ja,ja,482803,483211,spreker1 [v] (TIE0),408,-478,full,talk,2,77862,1.2112289194185375e-5,1,2
dutch-20-407-502061,dutch,ja,ja,502061,502283,spreker1 [v] (TIE0),222,NA,NA,talk,2,77862,1.2112289194185375e-5,1,2
dutch-20-418-514947,dutch,ja,ja,514947,515110,spreker2 [v] (TIE2),163,-292.0000000000582,full,talk,2,77862,1.2112289194185375e-5,1,2
dutch-20-459-560957,dutch,hum hum,hum hum,560957,561343,spreker2 [v] (TIE2),386,-105,partial,talk,7,98,1.5244976253245058e-8,115,2
dutch-20-503-627447,dutch,ja,ja,627447,627832,spreker2 [v] (TIE2),385,-1587,full,talk,2,77862,1.2112289194185375e-5,1,2
dutch-20-504-629256,dutch,ja,ja,629256,629583,spreker2 [v] (TIE2),327,222,NA,talk,2,77862,1.2112289194185375e-5,1,3
dutch-20-553-689079,dutch,ja,ja,689079,689414,spreker2 [v] (TIE2),335,443,NA,talk,2,77862,1.2112289194185375e-5,1,2
dutch-20-573-713437,dutch,ja,ja,713437,713974,spreker1 [v] (TIE0),537,-81,partial,talk,2,77862,1.2112289194185375e-5,1,2
dutch-20-583-724462,dutch,ja,ja,724462,724719,spreker1 [v] (TIE0),257,385,NA,talk,2,77862,1.2112289194185375e-5,1,2
dutch-20-594-737670,dutch,ja,ja,737670,737953,spreker2 [v] (TIE2),283,271,NA,talk,2,77862,1.2112289194185375e-5,1,2
dutch-20-612-758918,dutch,ja,ja,758918,759318,spreker1 [v] (TIE0),400,12,NA,talk,2,77862,1.2112289194185375e-5,1,2
dutch-20-649-794836,dutch,ja,ja,794836,795271,spreker1 [v] (TIE0),435,-565,full,talk,2,77862,1.2112289194185375e-5,1,2
dutch-20-719-861526,dutch,ja,ja,861526,861903,spreker1 [v] (TIE0),377,306,NA,talk,2,77862,1.2112289194185375e-5,1,2
dutch-20-753-897119,dutch,ja,ja,897119,897367,spreker1 [v] (TIE0),248,-36,partial,talk,2,77862,1.2112289194185375e-5,1,2
